Crop,Year,Season,State,Production,Annual_Rainfall,Yield
Wheat,1998,Rabi       ,Maharashtra,1308500,1314.8,1.265
Arhar/Tur,1998,Kharif     ,Punjab,5400,588.6,0.685
Bajra,1998,Kharif     ,Punjab,4000,588.6,1
Barley,1998,Rabi       ,Punjab,100000,588.6,3.122727273
Cotton(lint),1998,Kharif     ,Punjab,595000,588.6,1.004
Gram,1998,Rabi       ,Punjab,10400,588.6,0.765833333
Groundnut,1998,Kharif     ,Punjab,5000,588.6,0.9175
Linseed,1998,Rabi       ,Punjab,300,588.6,1
Maize,1998,Kharif     ,Punjab,352000,588.6,2.42
Masoor,1998,Rabi       ,Punjab,3200,588.6,0.73125
Moong(Green Gram),1998,Kharif     ,Punjab,25600,588.6,0.596666667
Peas & beans (Pulses),1998,Rabi       ,Punjab,4100,588.6,0.944444444
Rapeseed &Mustard,1998,Rabi       ,Punjab,69000,588.6,1.067058824
Rice,1998,Kharif     ,Punjab,7940000,588.6,3.099411765
Sesamum,1998,Kharif     ,Punjab,4200,588.6,0.3425
Sugarcane,1998,Whole Year ,Punjab,6130000,588.6,60.698
Urad,1998,Kharif     ,Punjab,2000,588.6,0.496
Wheat,1998,Rabi       ,Punjab,14460000,588.6,4.298823529
Arhar/Tur,1998,Kharif     ,Tamil Nadu,99516,1077.1,0.8125
Bajra,1998,Kharif     ,Tamil Nadu,309644,1077.1,1.783043478
Banana,1998,Whole Year ,Tamil Nadu,3649318,1077.1,44.85214286
Black pepper,1998,Whole Year ,Tamil Nadu,520,1077.1,0.212222222
Cardamom,1998,Whole Year ,Tamil Nadu,311,1077.1,0.07875
Cashewnut,1998,Whole Year ,Tamil Nadu,15162,1077.1,0.2235
Castor seed,1998,Whole Year ,Tamil Nadu,14626,1077.1,0.347647059
Coriander,1998,Whole Year ,Tamil Nadu,14750,1077.1,0.283181818
Cotton(lint),1998,Kharif     ,Tamil Nadu,429535,1077.1,1.9364
Dry chillies,1998,Whole Year ,Tamil Nadu,39657,1077.1,0.635555556
Garlic,1998,Whole Year ,Tamil Nadu,10629,1077.1,5.474285714
Ginger,1998,Kharif     ,Tamil Nadu,19006,1077.1,31.69166667
Gram,1998,Rabi       ,Tamil Nadu,6348,1077.1,0.843333333
Groundnut,1998,Kharif     ,Tamil Nadu,1960643,1077.1,1.822962963
Horse-gram,1998,Kharif     ,Tamil Nadu,61658,1077.1,0.5325
Jowar,1998,Kharif     ,Tamil Nadu,585616,1077.1,1.285416667
Maize,1998,Kharif     ,Tamil Nadu,111983,1077.1,1.606666667
Mesta,1998,Kharif     ,Tamil Nadu,1790,1077.1,4.675
Moong(Green Gram),1998,Kharif     ,Tamil Nadu,91770,1077.1,0.488148148
Onion,1998,Whole Year ,Tamil Nadu,289717,1077.1,7.577727273
Potato,1998,Whole Year ,Tamil Nadu,47513,1077.1,19.0875
Ragi,1998,Kharif     ,Tamil Nadu,334162,1077.1,2.2164
Rapeseed &Mustard,1998,Whole Year ,Tamil Nadu,136,1077.1,0.26
Rice,1998,Kharif     ,Tamil Nadu,8215286,1077.1,3.445
Sannhamp,1998,Whole Year ,Tamil Nadu,1865,1077.1,0.755
Sesamum,1998,Kharif     ,Tamil Nadu,81359,1077.1,0.473076923
Small millets,1998,Kharif     ,Tamil Nadu,117400,1077.1,0.49
Sugarcane,1998,Whole Year ,Tamil Nadu,46672800,1077.1,136.0751852
Sunflower,1998,Kharif     ,Tamil Nadu,24686,1077.1,1.02875
Sweet potato,1998,Whole Year ,Tamil Nadu,12462,1077.1,17.78736842
Tapioca,1998,Whole Year ,Tamil Nadu,2909934,1077.1,37.1056
Tobacco,1998,Whole Year ,Tamil Nadu,8678,1077.1,1.409090909
Turmeric,1998,Whole Year ,Tamil Nadu,126569,1077.1,6.06
Urad,1998,Kharif     ,Tamil Nadu,218245,1077.1,0.505925926
Arhar/Tur,1998,Kharif     ,Tripura,520,2472.9,0.67
Cotton(lint),1998,Kharif     ,Tripura,850,2472.9,1.155
Gram,1998,Rabi       ,Tripura,110,2472.9,0.665
Groundnut,1998,Kharif     ,Tripura,1410,2472.9,0.9925
Groundnut,1998,Rabi       ,Tripura,315,2472.9,0.8425
Jute,1998,Kharif     ,Tripura,10000,2472.9,7.8975
Maize,1998,Kharif     ,Tripura,1730,2472.9,0.7475
Masoor,1998,Rabi       ,Tripura,120,2472.9,0.405
Mesta,1998,Kharif     ,Tripura,15250,2472.9,7.255
Moong(Green Gram),1998,Kharif     ,Tripura,330,2472.9,0.4675
Moong(Green Gram),1998,Rabi       ,Tripura,260,2472.9,0.4125
Other  Rabi pulses,1998,Rabi       ,Tripura,600,2472.9,0.58
Other Kharif pulses,1998,Kharif     ,Tripura,1100,2472.9,0.7
Peas & beans (Pulses),1998,Rabi       ,Tripura,470,2472.9,0.6025
Rapeseed &Mustard,1998,Rabi       ,Tripura,2900,2472.9,0.8025
Rice,1998,Kharif     ,Tripura,491430,2472.9,1.8775
Sesamum,1998,Kharif     ,Tripura,930,2472.9,0.4275
Sugarcane,1998,Whole Year ,Tripura,51300,2472.9,48.21
Urad,1998,Kharif     ,Tripura,470,2472.9,0.4725
Urad,1998,Rabi       ,Tripura,230,2472.9,0.4575
Wheat,1998,Rabi       ,Tripura,2100,2472.9,1.9025
Arhar/Tur,1998,Kharif     ,Uttar Pradesh,497339,743.4,0.982
Bajra,1998,Kharif     ,Uttar Pradesh,979347,743.4,1.110714286
Barley,1998,Rabi       ,Uttar Pradesh,702706,743.4,2.021927711
Castor seed,1998,Rabi       ,Uttar Pradesh,24,743.4,0.674615385
Cotton(lint),1998,Kharif     ,Uttar Pradesh,813,743.4,0.088
Gram,1998,Rabi       ,Uttar Pradesh,772933,743.4,0.888987342
Groundnut,1998,Kharif     ,Uttar Pradesh,84803,743.4,0.687258065
Jowar,1998,Kharif     ,Uttar Pradesh,247658,743.4,0.694179104
Jute,1998,Kharif     ,Uttar Pradesh,51,743.4,0.83
Linseed,1998,Rabi       ,Uttar Pradesh,27284,743.4,0.3625
Maize,1998,Kharif     ,Uttar Pradesh,1012898,743.4,0.933780488
Maize,1998,Summer     ,Uttar Pradesh,10699,743.4,1.01047619
Masoor,1998,Rabi       ,Uttar Pradesh,395359,743.4,0.7265
Moong(Green Gram),1998,Kharif     ,Uttar Pradesh,5716,743.4,0.255671642
Moong(Green Gram),1998,Summer     ,Uttar Pradesh,41796,743.4,0.534788732
Moth,1998,Kharif     ,Uttar Pradesh,63,743.4,0.334666667
Onion,1998,Whole Year ,Uttar Pradesh,302996,743.4,12.188125
Peas & beans (Pulses),1998,Rabi       ,Uttar Pradesh,504552,743.4,1.115375
Potato,1998,Whole Year ,Uttar Pradesh,9793745,743.4,21.38225
Ragi,1998,Kharif     ,Uttar Pradesh,184356,743.4,1.326969697
Rapeseed &Mustard,1998,Rabi       ,Uttar Pradesh,557633,743.4,0.7535
Rice,1998,Kharif     ,Uttar Pradesh,11374070,743.4,1.865060241
Rice,1998,Summer     ,Uttar Pradesh,12643,743.4,2.015172414
Sannhamp,1998,Whole Year ,Uttar Pradesh,3429,743.4,0.343703704
Sesamum,1998,Kharif     ,Uttar Pradesh,11274,743.4,0.130136986
Small millets,1998,Kharif     ,Uttar Pradesh,298031,743.4,0.765789474
Soyabean,1998,Kharif     ,Uttar Pradesh,21995,743.4,0.418536585
Sugarcane,1998,Whole Year ,Uttar Pradesh,116483396,743.4,51.80960526
Sunflower,1998,Rabi       ,Uttar Pradesh,33926,743.4,1.215942029
Tobacco,1998,Whole Year ,Uttar Pradesh,123903,743.4,6.295531915
Turmeric,1998,Whole Year ,Uttar Pradesh,1554,743.4,1.881944444
Urad,1998,Kharif     ,Uttar Pradesh,77017,743.4,0.327125
Urad,1998,Summer     ,Uttar Pradesh,32249,743.4,0.498235294
Wheat,1998,Rabi       ,Uttar Pradesh,23465191,743.4,2.37373494
Arhar/Tur,1999,Kharif     ,Bihar,53433,1402.7,1.382162162
Bajra,1999,Kharif     ,Bihar,990,1402.7,0.631666667
Banana,1999,Whole Year ,Bihar,207607,1402.7,12.55909091
Coriander,1999,Whole Year ,Bihar,1624,1402.7,0.537241379
Dry chillies,1999,Whole Year ,Bihar,5688,1402.7,1.091428571
Garlic,1999,Whole Year ,Bihar,3983,1402.7,1.380967742
Ginger,1999,Kharif     ,Bihar,1063,1402.7,1.346428571
Gram,1999,Rabi       ,Bihar,78738,1402.7,0.947428571
Groundnut,1999,Kharif     ,Bihar,392,1402.7,1.00625
Horse-gram,1999,Kharif     ,Bihar,12028,1402.7,0.73125
Jowar,1999,Kharif     ,Bihar,38407,1402.7,1.374054054
Jute,1999,Kharif     ,Bihar,1098574,1402.7,7.803888889
Khesari,1999,Rabi       ,Bihar,160007,1402.7,0.840285714
Linseed,1999,Rabi       ,Bihar,24687,1402.7,0.565135135
Maize,1999,Kharif     ,Bihar,595085,1402.7,1.615272727
Maize,1999,Rabi       ,Bihar,600608,1402.7,2.928333333
Maize,1999,Summer     ,Bihar,365675,1402.7,2.511666667
Masoor,1999,Rabi       ,Bihar,170117,1402.7,0.825945946
Mesta,1999,Kharif     ,Bihar,177851,1402.7,6.502083333
Moong(Green Gram),1999,Kharif     ,Bihar,4654,1402.7,0.552068966
Moong(Green Gram),1999,Rabi       ,Bihar,95154,1402.7,0.567096774
Onion,1999,Whole Year ,Bihar,196037,1402.7,11.98918919
Other  Rabi pulses,1999,Rabi       ,Bihar,3352,1402.7,0.823636364
Peas & beans (Pulses),1999,Rabi       ,Bihar,18164,1402.7,0.727837838
Potato,1999,Whole Year ,Bihar,1381179,1402.7,9.737297297
Ragi,1999,Kharif     ,Bihar,64673,1402.7,0.9724
Rapeseed &Mustard,1999,Rabi       ,Bihar,70456,1402.7,0.792162162
Rice,1999,Kharif     ,Bihar,862282,1402.7,1.061666667
Rice,1999,Summer     ,Bihar,246807,1402.7,1.700666667
Safflower,1999,Rabi       ,Bihar,346,1402.7,0.553333333
Sesamum,1999,Kharif     ,Bihar,1881,1402.7,0.553103448
Sugarcane,1999,Whole Year ,Bihar,4088505,1402.7,36.62083333
Sunflower,1999,Kharif     ,Bihar,16680,1402.7,1.010666667
Sweet potato,1999,Whole Year ,Bihar,79132,1402.7,13.63172414
Tobacco,1999,Whole Year ,Bihar,17613,1402.7,1.006666667
Turmeric,1999,Whole Year ,Bihar,3302,1402.7,1.154210526
Urad,1999,Kharif     ,Bihar,23155,1402.7,0.7275
Wheat,1999,Rabi       ,Bihar,4583515,1402.7,2.113513514
Arhar/Tur,1999,Kharif     ,Gujarat,290800,458.9,0.820555556
Bajra,1999,Kharif     ,Gujarat,477300,458.9,0.7925
Bajra,1999,Summer     ,Gujarat,373300,458.9,1.933333333
Banana,1999,Whole Year ,Gujarat,1043400,458.9,61.247
Castor seed,1999,Kharif     ,Gujarat,622400,458.9,1.696470588
Cotton(lint),1999,Kharif     ,Gujarat,2085500,458.9,1.608823529
Dry chillies,1999,Whole Year ,Gujarat,12800,458.9,0.892105263
Garlic,1999,Whole Year ,Gujarat,44700,458.9,4.888
Gram,1999,Rabi       ,Gujarat,41900,458.9,0.498888889
Groundnut,1999,Kharif     ,Gujarat,617300,458.9,0.505789474
Groundnut,1999,Summer     ,Gujarat,100100,458.9,1.476111111
Jowar,1999,Kharif     ,Gujarat,201900,458.9,1.183333333
Jowar,1999,Rabi       ,Gujarat,58100,458.9,0.776
Maize,1999,Kharif     ,Gujarat,504000,458.9,1.324117647
Moong(Green Gram),1999,Kharif     ,Gujarat,26100,458.9,0.213333333
Moth,1999,Kharif     ,Gujarat,1600,458.9,0.081538462
Onion,1999,Whole Year ,Gujarat,450700,458.9,24.14705882
Other  Rabi pulses,1999,Rabi       ,Gujarat,2600,458.9,0.34625
Other Cereals,1999,Kharif     ,Gujarat,3300,458.9,0.282857143
Other Kharif pulses,1999,Kharif     ,Gujarat,4200,458.9,0.411333333
Potato,1999,Whole Year ,Gujarat,687900,458.9,20.62111111
Ragi,1999,Kharif     ,Gujarat,21600,458.9,1.076666667
Rapeseed &Mustard,1999,Rabi       ,Gujarat,301000,458.9,0.94125
Rice,1999,Kharif     ,Gujarat,984900,458.9,1.510714286
Sesamum,1999,Kharif     ,Gujarat,87500,458.9,0.406470588
Small millets,1999,Kharif     ,Gujarat,3300,458.9,0.282857143
Small millets,1999,Rabi       ,Gujarat,1800,458.9,0.363333333
Sugarcane,1999,Whole Year ,Gujarat,14065000,458.9,73.26
Tobacco,1999,Whole Year ,Gujarat,199700,458.9,1.868571429
Urad,1999,Kharif     ,Gujarat,38400,458.9,0.32625
Wheat,1999,Rabi       ,Gujarat,1020000,458.9,2.239473684
Arhar/Tur,1999,Kharif     ,Haryana,9800,344,0.735789474
Bajra,1999,Kharif     ,Haryana,582000,344,0.942631579
Barley,1999,Rabi       ,Haryana,102000,344,1.938947368
Cotton(lint),1999,Kharif     ,Haryana,1304000,344,1.136315789
Dry chillies,1999,Whole Year ,Haryana,2600,344,0.688888889
Gram,1999,Rabi       ,Haryana,58000,344,0.399473684
Groundnut,1999,Kharif     ,Haryana,500,344,0.332727273
Jowar,1999,Kharif     ,Haryana,22000,344,0.177142857
Maize,1999,Kharif     ,Haryana,48000,344,0.812631579
Masoor,1999,Rabi       ,Haryana,6200,344,0.5925
Moong(Green Gram),1999,Kharif     ,Haryana,2000,344,0.056666667
Moth,1999,Kharif     ,Haryana,0,344,0
Onion,1999,Whole Year ,Haryana,36800,344,12.858
Peas & beans (Pulses),1999,Rabi       ,Haryana,1500,344,0.564666667
Potato,1999,Whole Year ,Haryana,199800,344,21.46470588
Rapeseed &Mustard,1999,Rabi       ,Haryana,595000,344,1.112105263
Rice,1999,Kharif     ,Haryana,2563000,344,2.235
Sesamum,1999,Kharif     ,Haryana,0,344,0
Sugarcane,1999,Whole Year ,Haryana,7640000,344,44.50210526
Sunflower,1999,Rabi       ,Haryana,7600,344,0.7625
Urad,1999,Kharif     ,Haryana,502,344,1.24
Wheat,1999,Rabi       ,Haryana,9650000,344,4.054210526
Arhar/Tur,1999,Kharif     ,Himachal Pradesh,33,1144.9,0.136666667
Barley,1999,Rabi       ,Himachal Pradesh,32496,1144.9,1.228333333
Dry chillies,1999,Whole Year ,Himachal Pradesh,276,1144.9,0.311111111
Gram,1999,Rabi       ,Himachal Pradesh,1594,1144.9,0.825555556
Groundnut,1999,Kharif     ,Himachal Pradesh,150,1144.9,0.558333333
Horse-gram,1999,Kharif     ,Himachal Pradesh,1634,1144.9,0.475555556
Linseed,1999,Rabi       ,Himachal Pradesh,890,1144.9,0.23
Maize,1999,Kharif     ,Himachal Pradesh,681424,1144.9,2.324166667
Masoor,1999,Kharif     ,Himachal Pradesh,440,1144.9,0.41
Moong(Green Gram),1999,Kharif     ,Himachal Pradesh,139,1144.9,0.255
Peas & beans (Pulses),1999,Kharif     ,Himachal Pradesh,11895,1144.9,1.59
Potato,1999,Whole Year ,Himachal Pradesh,5395,1144.9,5.58
Rapeseed &Mustard,1999,Rabi       ,Himachal Pradesh,5739,1144.9,0.659090909
Rice,1999,Kharif     ,Himachal Pradesh,120365,1144.9,1.55
Sesamum,1999,Kharif     ,Himachal Pradesh,2080,1144.9,0.415
Small millets,1999,Kharif     ,Himachal Pradesh,9818,1144.9,0.457777778
Soyabean,1999,Kharif     ,Himachal Pradesh,716,1144.9,1.095
Sugarcane,1999,Whole Year ,Himachal Pradesh,15470,1144.9,5.206666667
Urad,1999,Kharif     ,Himachal Pradesh,5418,1144.9,0.495454545
Wheat,1999,Rabi       ,Himachal Pradesh,583300,1144.9,1.5775
Arhar/Tur,1999,Kharif     ,Karnataka,289526,1203.8,0.48625
Bajra,1999,Kharif     ,Karnataka,251109,1203.8,0.53625
Banana,1999,Whole Year ,Karnataka,671891,1203.8,23.41576923
Black pepper,1999,Whole Year ,Karnataka,16012,1203.8,2.285833333
Cardamom,1999,Whole Year ,Karnataka,1141,1203.8,0.06
Castor seed,1999,Kharif     ,Karnataka,19710,1203.8,0.768181818
Coconut ,1999,Whole Year ,Karnataka,1671774000,1203.8,4680.495926
Coriander,1999,Whole Year ,Karnataka,1871,1203.8,0.136190476
Cotton(lint),1999,Kharif     ,Karnataka,664547,1203.8,1.31
Dry chillies,1999,Whole Year ,Karnataka,156419,1203.8,1.182307692
Garlic,1999,Whole Year ,Karnataka,3702,1203.8,1.442941176
Ginger,1999,Kharif     ,Karnataka,98354,1203.8,12.85294118
Gram,1999,Rabi       ,Karnataka,175345,1203.8,0.53173913
Groundnut,1999,Kharif     ,Karnataka,560326,1203.8,0.647916667
Groundnut,1999,Rabi       ,Karnataka,203369,1203.8,1.194166667
Horse-gram,1999,Kharif     ,Karnataka,62513,1203.8,0.4468
Horse-gram,1999,Rabi       ,Karnataka,90512,1203.8,0.370434783
Jowar,1999,Kharif     ,Karnataka,556455,1203.8,1.302857143
Jowar,1999,Rabi       ,Karnataka,1215125,1203.8,0.7115
Jowar,1999,Summer     ,Karnataka,19161,1203.8,2.122666667
Linseed,1999,Rabi       ,Karnataka,6985,1203.8,0.323571429
Maize,1999,Kharif     ,Karnataka,1417739,1203.8,2.7368
Maize,1999,Rabi       ,Karnataka,161775,1203.8,2.327619048
Maize,1999,Summer     ,Karnataka,23878,1203.8,1.786666667
Mesta,1999,Kharif     ,Karnataka,4391,1203.8,2.045714286
Moong(Green Gram),1999,Kharif     ,Karnataka,130131,1203.8,0.333333333
Moong(Green Gram),1999,Rabi       ,Karnataka,3835,1203.8,0.294117647
Niger seed,1999,Kharif     ,Karnataka,8040,1203.8,0.213478261
Onion,1999,Whole Year ,Karnataka,792305,1203.8,8.5684
Other  Rabi pulses,1999,Rabi       ,Karnataka,7432,1203.8,0.12
Other Kharif pulses,1999,Kharif     ,Karnataka,43923,1203.8,0.288076923
Potato,1999,Whole Year ,Karnataka,412775,1203.8,17.287
Ragi,1999,Kharif     ,Karnataka,1319099,1203.8,1.254
Ragi,1999,Rabi       ,Karnataka,51530,1203.8,1.133333333
Ragi,1999,Summer     ,Karnataka,31533,1203.8,1.857692308
Rapeseed &Mustard,1999,Rabi       ,Karnataka,1756,1203.8,0.262941176
Rice,1999,Kharif     ,Karnataka,2678951,1203.8,2.292962963
Rice,1999,Rabi       ,Karnataka,107289,1203.8,2.079285714
Rice,1999,Summer     ,Karnataka,930490,1203.8,2.7336
Safflower,1999,Rabi       ,Karnataka,75485,1203.8,0.796666667
Sannhamp,1999,Whole Year ,Karnataka,87,1203.8,0.398333333
Sesamum,1999,Kharif     ,Karnataka,51564,1203.8,0.49375
Small millets,1999,Kharif     ,Karnataka,28170,1203.8,0.482173913
Soyabean,1999,Kharif     ,Karnataka,59515,1203.8,0.931764706
Sugarcane,1999,Whole Year ,Karnataka,37397876,1203.8,102.486
Sunflower,1999,Kharif     ,Karnataka,88142,1203.8,0.420833333
Sunflower,1999,Rabi       ,Karnataka,95523,1203.8,0.473478261
Sunflower,1999,Summer     ,Karnataka,17032,1203.8,0.592857143
Sweet potato,1999,Whole Year ,Karnataka,21648,1203.8,6.267857143
Tapioca,1999,Whole Year ,Karnataka,7545,1203.8,9.898333333
Tobacco,1999,Whole Year ,Karnataka,44519,1203.8,0.590666667
Turmeric,1999,Whole Year ,Karnataka,29203,1203.8,4.19
Urad,1999,Kharif     ,Karnataka,38477,1203.8,0.334736842
Urad,1999,Rabi       ,Karnataka,2035,1203.8,0.37625
Wheat,1999,Rabi       ,Karnataka,217613,1203.8,0.880555556
Arhar/Tur,1999,Kharif     ,Madhya Pradesh,308367,1222.9,0.902881356
Bajra,1999,Kharif     ,Madhya Pradesh,138796,1222.9,0.803947368
Barley,1999,Rabi       ,Madhya Pradesh,100751,1222.9,1.42
Castor seed,1999,Kharif     ,Madhya Pradesh,845,1222.9,0.385862069
Coriander,1999,Whole Year ,Madhya Pradesh,62527,1222.9,0.387142857
Cotton(lint),1999,Kharif     ,Madhya Pradesh,415594,1222.9,0.659090909
Dry chillies,1999,Whole Year ,Madhya Pradesh,23880,1222.9,0.526888889
Garlic,1999,Whole Year ,Madhya Pradesh,263316,1222.9,3.222413793
Ginger,1999,Kharif     ,Madhya Pradesh,6660,1222.9,1.200612245
Gram,1999,Rabi       ,Madhya Pradesh,2507120,1222.9,0.844745763
Groundnut,1999,Kharif     ,Madhya Pradesh,221914,1222.9,1.014666667
Jowar,1999,Kharif     ,Madhya Pradesh,519630,1222.9,0.979111111
Jowar,1999,Rabi       ,Madhya Pradesh,7024,1222.9,1.187272727
Linseed,1999,Rabi       ,Madhya Pradesh,116921,1222.9,0.425689655
Maize,1999,Kharif     ,Madhya Pradesh,1360669,1222.9,1.543220339
Niger seed,1999,Kharif     ,Madhya Pradesh,41771,1222.9,0.228157895
Onion,1999,Whole Year ,Madhya Pradesh,389338,1222.9,12.03627119
Other  Rabi pulses,1999,Rabi       ,Madhya Pradesh,721500,1222.9,0.516101695
Other Kharif pulses,1999,Kharif     ,Madhya Pradesh,232027,1222.9,0.34220339
Potato,1999,Whole Year ,Madhya Pradesh,856854,1222.9,12.04827586
Ragi,1999,Kharif     ,Madhya Pradesh,3418,1222.9,0.263157895
Rapeseed &Mustard,1999,Rabi       ,Madhya Pradesh,673759,1222.9,0.72559322
Rice,1999,Kharif     ,Madhya Pradesh,6663769,1222.9,1.110508475
Safflower,1999,Rabi       ,Madhya Pradesh,497,1222.9,0.259677419
Sannhamp,1999,Whole Year ,Madhya Pradesh,13167,1222.9,2.059111111
Sesamum,1999,Kharif     ,Madhya Pradesh,36660,1222.9,0.246440678
Soyabean,1999,Kharif     ,Madhya Pradesh,4514952,1222.9,0.910350877
Sugarcane,1999,Whole Year ,Madhya Pradesh,1951640,1222.9,32.28931034
Sunflower,1999,Kharif     ,Madhya Pradesh,3315,1222.9,0.390857143
Sweet potato,1999,Whole Year ,Madhya Pradesh,40325,1222.9,6.262241379
Turmeric,1999,Whole Year ,Madhya Pradesh,486,1222.9,1.052857143
Urad,1999,Kharif     ,Madhya Pradesh,132619,1222.9,0.355555556
Urad,1999,Rabi       ,Madhya Pradesh,2880,1222.9,0.279411765
Wheat,1999,Rabi       ,Madhya Pradesh,8685197,1222.9,1.877777778
Arhar/Tur,1999,Kharif     ,Maharashtra,868100,1166.5,0.706875
Bajra,1999,Kharif     ,Maharashtra,1126300,1166.5,0.662916667
Castor seed,1999,Kharif     ,Maharashtra,2900,1166.5,0.263636364
Cotton(lint),1999,Kharif     ,Maharashtra,3099300,1166.5,1.213846154
Gram,1999,Rabi       ,Maharashtra,592200,1166.5,0.614
Groundnut,1999,Kharif     ,Maharashtra,386200,1166.5,0.76483871
Groundnut,1999,Summer     ,Maharashtra,185900,1166.5,1.3334375
Jowar,1999,Kharif     ,Maharashtra,2507000,1166.5,1.2288
Jowar,1999,Rabi       ,Maharashtra,2123000,1166.5,0.7024
Linseed,1999,Rabi       ,Maharashtra,28300,1166.5,0.276190476
Maize,1999,Kharif     ,Maharashtra,305573,1166.5,1.3428
Maize,1999,Rabi       ,Maharashtra,90700,1166.5,1.491111111
Maize,1999,Summer     ,Maharashtra,18200,1166.5,1.428888889
Moong(Green Gram),1999,Kharif     ,Maharashtra,288780,1166.5,0.5221875
Niger seed,1999,Kharif     ,Maharashtra,18700,1166.5,0.2272
Other  Rabi pulses,1999,Rabi       ,Maharashtra,71200,1166.5,0.43
Other Kharif pulses,1999,Kharif     ,Maharashtra,93600,1166.5,0.39375
Ragi,1999,Kharif     ,Maharashtra,167200,1166.5,1.087272727
Rapeseed &Mustard,1999,Rabi       ,Maharashtra,2900,1166.5,0.318181818
Rice,1999,Kharif     ,Maharashtra,2466400,1166.5,1.211935484
Rice,1999,Summer     ,Maharashtra,82900,1166.5,2.081
Safflower,1999,Rabi       ,Maharashtra,174500,1166.5,0.637083333
Sesamum,1999,Kharif     ,Maharashtra,37200,1166.5,0.317096774
Sesamum,1999,Rabi       ,Maharashtra,2100,1166.5,0.25125
Small millets,1999,Kharif     ,Maharashtra,65200,1166.5,0.72047619
Small millets,1999,Rabi       ,Maharashtra,2800,1166.5,0.333333333
Soyabean,1999,Kharif     ,Maharashtra,1620000,1166.5,1.511034483
Sugarcane,1999,Whole Year ,Maharashtra,53140400,1166.5,86.55576923
Sunflower,1999,Kharif     ,Maharashtra,57600,1166.5,0.454166667
Sunflower,1999,Rabi       ,Maharashtra,141800,1166.5,0.595
Sunflower,1999,Summer     ,Maharashtra,10700,1166.5,0.783478261
Urad,1999,Kharif     ,Maharashtra,269600,1166.5,0.554848485
Wheat,1999,Rabi       ,Maharashtra,1425900,1166.5,1.299655172
Arhar/Tur,1999,Kharif     ,Nagaland,2150,1782.2,0.748571429
Bajra,1999,Kharif     ,Nagaland,1250,1782.2,0.831428571
Castor seed,1999,Kharif     ,Nagaland,750,1782.2,2.102
Cotton(lint),1999,Kharif     ,Nagaland,350,1782.2,1.398571429
Gram,1999,Rabi       ,Nagaland,1020,1782.2,0.892857143
Groundnut,1999,Kharif     ,Nagaland,2800,1782.2,0.892857143
Jowar,1999,Kharif     ,Nagaland,1070,1782.2,0.728571429
Jute,1999,Kharif     ,Nagaland,360,1782.2,1.39
Linseed,1999,Rabi       ,Nagaland,3150,1782.2,0.75
Maize,1999,Kharif     ,Nagaland,42350,1782.2,1.312857143
Moong(Green Gram),1999,Kharif     ,Nagaland,1800,1782.2,0.717142857
Peas & beans (Pulses),1999,Kharif     ,Nagaland,940,1782.2,1.495714286
Potato,1999,Whole Year ,Nagaland,44800,1782.2,10.82857143
Rapeseed &Mustard,1999,Rabi       ,Nagaland,1400,1782.2,0.982857143
Rice,1999,Kharif     ,Nagaland,222000,1782.2,1.484285714
Sesamum,1999,Kharif     ,Nagaland,2400,1782.2,0.54
Soyabean,1999,Kharif     ,Nagaland,14000,1782.2,1.121428571
Sugarcane,1999,Whole Year ,Nagaland,30000,1782.2,50
Sunflower,1999,Kharif     ,Nagaland,1120,1782.2,1.138571429
Sunflower,1999,Rabi       ,Nagaland,3480,1782.2,1.385714286
Arhar/Tur,1999,Kharif     ,Odisha,85500,1484.3,0.642
Bajra,1999,Kharif     ,Odisha,2350,1484.3,0.586363636
Castor seed,1999,Kharif     ,Odisha,6260,1484.3,0.5032
Castor seed,1999,Rabi       ,Odisha,4800,1484.3,0.649230769
Coriander,1999,Rabi       ,Odisha,10330,1484.3,0.439655172
Cotton(lint),1999,Kharif     ,Odisha,61030,1484.3,1.215714286
Dry chillies,1999,Kharif     ,Odisha,38300,1484.3,0.832
Dry chillies,1999,Rabi       ,Odisha,49620,1484.3,0.827333333
Garlic,1999,Rabi       ,Odisha,52280,1484.3,2.941
Ginger,1999,Kharif     ,Odisha,25930,1484.3,1.975714286
